player_id,goals,assists,minutes_played
69011,0,1,2612
69014,3,1,8474
69015,128,79,24054
69059,2,1,3044
69101,14,8,3028
69110,1,0,185
69132,3,22,11448
69212,0,0,9
69246,25,9,8095
69306,0,0,6730
69352,0,0,241
69374,67,62,18821
69382,5,5,3565
69396,1,1,1075
69401,3,2,1154
69412,3,16,4183
69429,4,1,3884
69435,6,6,10955
69436,5,3,7537
69441,0,0,1083
69445,0,5,1923
69458,0,0,2457
69511,84,12,14764
69514,3,3,7283
69576,18,14,14294
69578,0,2,1351
69581,0,0,1110
69609,6,1,17200
69611,0,0,529
69633,95,136,37007
69634,0,1,1020
69636,12,5,5209
69642,4,17,14684
69643,1,0,992
69646,13,15,22906
69651,43,12,8947
69653,4,7,1816
69660,1,0,6398
69683,40,51,17352
69751,22,83,33487
69801,10,3,2098
69816,0,0,1350
69819,10,4,3358
69838,38,19,9331
69905,8,8,4320
69906,4,7,6829
69913,1,3,11026
69934,14,5,3294
69978,2,0,388
70074,0,1,13412
70097,10,10,20165
70114,49,34,15033
70131,1,9,17792
70132,14,11,4697
70164,0,0,3765
70170,4,3,5047
70176,10,3,3373
70203,4,6,3976
70209,0,2,3664
70211,4,6,3786
70212,4,2,11673
70220,0,0,8241
70229,0,1,1426
70243,14,23,15889
70245,1,2,5575
70280,19,5,3304
70285,38,45,23193
70295,7,2,2009
70305,0,0,19
70359,19,30,22201
70364,0,0,144
70411,21,43,22045
70412,1,1,2096
70484,25,23,11149
70544,5,7,6628
70554,1,3,4180
70567,7,3,2415
70574,0,0,217
70580,0,0,202
70592,1,7,8262
70627,0,0,548
70645,0,0,29
70689,5,6,2400
70724,1,3,2884
70754,54,36,16687
70767,29,27,7596
70778,5,2,1806
70784,0,0,195
70789,25,10,5157
70835,1,0,532
70869,8,2,9767
70870,0,2,1688
70879,2,6,8733
70890,0,0,364
70898,0,1,3378
70919,0,0,660
70923,0,0,6003
70934,77,51,20005
70942,1,1,252
70946,0,1,649
70950,13,3,10318
71002,1,0,442
71019,0,1,5377
71020,1,1,333
71026,0,0,1204
71082,1,7,11160
71084,0,0,12
71085,3,1,1387
71096,1,3,935
71099,6,10,4242
71103,1,1,1868
71105,1,1,687
71107,0,0,121
71130,0,0,3739
71204,0,1,4575
71206,0,0,1212
71226,4,6,2560
71271,0,0,18233
71273,11,2,2861
71292,30,37,23166
71302,0,1,375
71394,10,7,3329
71420,8,17,11960
71440,0,0,436
71442,0,0,125
71503,0,1,309
71548,6,10,17791
71559,11,5,15426
71570,0,1,11184
71571,2,7,15678
71579,5,4,4132
71601,0,0,1321
71662,2,0,656
71671,24,3,7356
71701,3,17,13487
71725,0,0,3057
71787,0,2,2835
71801,0,0,1354
71830,6,2,6924
71835,0,0,1200
71840,4,3,2805
71884,1,1,668
71904,5,2,7768
71905,30,15,18323
71918,3,7,4844
71981,2,5,4468
72047,176,74,32226
72087,0,0,2955
72120,0,0,90
72121,4,4,8517
72128,0,0,181
72164,1,0,5580
72165,2,0,2347
72166,0,0,127
72171,13,15,6695
72175,0,0,277
72189,4,3,7249
72193,5,1,3708
72195,4,2,8174
72201,0,0,310
72203,0,0,1391
72218,3,3,2700
72237,11,1,4224
72274,0,11,11152
72283,0,1,2732
72286,0,0,3649
72310,2,6,18106
72315,5,5,7252
72319,0,0,234
72395,0,0,210
72402,24,9,5918
72415,0,0,197
72422,0,0,9597
72441,14,18,24584
72457,17,14,7082
72458,19,18,4325
72462,35,46,14379
72471,0,0,1229
72476,0,2,44552
72479,32,35,14947
72482,2,0,842
72484,0,0,11
72486,0,0,1343
72490,3,8,14494
72491,1,0,77
72496,6,7,5705
72504,0,2,4660
72505,1,1,6179
72518,33,20,10860
72519,15,4,5393
72522,219,106,36108
72567,27,24,6259
72578,0,0,6157
72587,0,0,455
72638,0,1,125
72643,22,16,9581
72648,0,1,306
72651,2,1,991
72687,2,0,1053
72734,0,0,16
72736,2,9,6284
72740,2,3,1418
72767,0,0,25
72768,50,24,11671
72771,0,0,362
72772,23,33,12390
72776,0,0,400
72779,8,12,7098
72792,4,18,9618
72798,1,1,679
72799,0,0,407
72829,0,0,10
72834,0,0,1192
72835,7,1,10896
72836,2,1,4595
72855,5,19,10231
72857,5,3,16007
72860,0,0,45
72873,3,0,1520
72883,0,0,165
72896,0,0,198
72899,0,1,443
72934,9,10,3571
72935,0,0,3369
72939,9,3,5488
72943,12,12,11298
72989,2,2,1344
73009,0,0,90
73013,29,4,6149
73048,0,1,1135
73067,0,2,3138
73070,11,15,3918
73076,0,0,414
73083,2,1,1623
73090,0,0,9620
73092,1,0,9972
73094,1,0,1710
73096,0,0,43
73097,23,38,16236
73120,1,0,1356
73137,0,0,834
73138,0,0,1401
73161,1,2,5856
73180,4,1,4832
73185,87,57,21759
73215,0,0,1134
73222,0,0,13
73244,2,2,2257
73250,6,16,22843
73254,1,1,2919
73257,1,0,720
73269,10,12,11681
73314,1,6,3721
73319,9,17,13928
73321,0,0,4
73323,2,1,858
73333,1,2,2855
73335,1,0,799
73373,1,6,3201
73396,0,1,19641
73408,0,0,98
73417,0,0,10140
73427,0,0,1080
73457,23,12,5359
73458,0,0,609
73480,67,29,17924
73482,4,0,5817
73484,12,18,16346
73491,5,11,10145
73492,0,0,180
73504,6,5,14234
73517,0,1,7323
73522,0,2,3256
73547,3,3,7554
73564,0,1,4440
73569,0,0,26
73582,0,1,9033
73623,1,2,2539
73627,0,1,17785
73636,16,7,7731
73658,0,0,239
73662,15,5,7580
73668,0,2,362
73681,4,2,2344
73691,5,3,4151
73700,51,48,18049
73704,3,0,819
73720,0,0,454
73725,6,7,5328
73731,0,0,11126
73733,1,3,2669
73734,20,14,31749
73735,0,0,1072
73738,0,0,94
73741,21,10,17496
73769,2,5,945
73782,41,16,7283
73783,47,67,19669
73786,2,7,4797
73794,143,64,25690
73798,0,0,514
73846,44,38,16720
73852,38,16,6881
73854,8,10,5324
73858,0,0,54
73908,0,0,26
73912,9,15,4370
73926,17,24,14914
73932,0,0,90
73943,1,0,2370
73951,8,2,3110
73960,0,0,139
73980,0,4,720
73998,1,1,975
74011,0,0,10
74040,0,1,122
74081,10,16,14317
74088,0,0,1170
74089,13,4,15995
74091,0,0,270
74124,0,3,3452
74196,1,0,964
74200,2,0,1965
74223,12,24,11028
74228,1,2,7951
74229,40,94,44505
74230,97,89,28973
74232,0,0,1155
74253,0,0,34
74288,1,1,844
74294,38,26,33297
74295,1,5,6369
74297,35,33,16114
74300,43,15,23791
74302,0,1,482
74306,5,1,2086
74314,4,9,9254
74418,72,10,12738
74444,0,0,105
74448,7,8,8954
74537,0,0,213
74544,9,4,7652
74550,10,39,15188
74557,4,2,8152
74587,0,0,796
74590,6,3,8734
74600,3,0,1651
74602,1,0,848
74615,1,3,10760
74621,6,4,1348
74626,0,1,1274
74639,0,0,545
74641,7,9,10415
74643,0,0,31
74648,3,1,2119
74667,12,4,2935
74683,19,35,37755
74684,3,0,519
74687,0,4,2645
74689,0,1,11732
74709,1,3,5701
74722,0,2,1069
74725,3,0,2840
74762,2,3,2310
74768,1,3,2228
74776,0,0,4558
74777,1,1,447
74810,12,7,22615
74812,2,1,839
74821,0,0,131
74842,95,93,30958
74843,0,1,222
74856,1,0,650
74857,0,2,41212
74860,0,2,1274
74861,24,54,24149
74865,3,1,915
74869,7,7,20294
74872,4,1,1312
74900,5,2,967
74918,1,6,1065
74943,33,27,20631
74945,0,0,20
74954,8,13,3984
74956,2,2,4301
74960,0,0,23605
74982,0,0,41
74985,0,5,3937
74996,4,2,2768
75035,6,0,1247
75058,0,2,1839
75062,5,2,8303
75067,2,1,5474
75076,0,1,2110
75085,9,2,1985
75096,0,1,320
75102,0,0,6810
75109,1,0,2642
75116,1,10,15141
75118,12,33,20980
75127,1,2,9624
75141,1,4,1159
75144,0,0,576
75209,0,5,5590
75213,0,0,5762
75214,1,2,3336
75221,0,0,1505
75224,0,0,1980
75238,1,0,4768
75282,2,1,7623
75287,56,22,7659
75296,8,5,9271
75298,13,3,3432
75314,4,5,1192
75327,3,3,2157
75339,0,0,180
75407,0,0,15
75411,0,0,247
75413,3,3,8809
75420,1,0,587
75422,3,0,2250
75441,8,9,2007
75442,38,64,16581
75446,43,39,17048
75453,3,4,7995
75458,0,0,16935
75471,20,32,13069
75489,66,24,12278
75521,0,0,523
75554,2,3,2252
75568,24,11,8086
75615,44,74,17779
75631,1,0,1039
75637,0,0,438
75640,31,8,6591
75645,3,4,1462
75647,13,4,3703
75680,0,0,3
75705,0,1,618
75816,1,1,653
75820,2,4,7635
75852,2,11,9189
75871,0,0,140
75884,1,0,232
75890,0,1,15401
75901,15,11,5194
75921,3,33,14171
75942,10,17,26849
75964,1,0,563
76028,67,91,26194
76032,0,0,110
76047,1,0,4227
76055,30,18,14170
76061,3,22,14784
76071,0,0,1269
76075,9,6,2646
76076,0,0,3876
76077,17,15,6797
76085,1,0,406
76090,4,1,3679
76092,0,0,606
76158,0,0,2254
76163,47,36,18304
76176,16,8,19892
76195,2,1,986
76254,0,0,1980
76273,8,3,10542
76274,5,1,1194
76277,20,4,26355
76281,9,11,3989
76285,0,0,509
76293,50,19,13680
76297,4,3,5638
76324,2,2,6422
76326,60,43,17034
76329,4,6,5120
76386,74,27,19549
76387,4,2,7834
76406,0,0,1081
76438,2,1,1252
76445,1,1,1707
76467,2,11,16694
76560,17,2,3697
76569,0,1,415
76597,1,0,244
76598,2,5,2276
76608,13,6,4196
76699,0,0,2126
76701,2,3,1022
76728,1,0,78
76743,0,0,474
76746,6,22,26967
76749,11,19,3751
76799,4,2,13050
76852,0,0,90
76895,0,0,350
76896,1,1,668
76902,0,0,149
76924,31,26,9243
76948,4,0,1004
76984,2,2,602
77001,17,13,9524
77003,8,20,7461
77005,0,0,528
77026,10,5,11137
77066,15,1,2225
77100,74,63,23070
77108,10,15,8482
77126,0,0,372
77140,0,1,613
77145,2,1,2674
77147,7,6,2540
77153,1,1,2788
77207,1,1,459
77248,0,0,390
77259,7,8,6478
77262,3,6,5852
77274,12,19,8259
77287,1,2,3244
77314,25,8,6402
77329,0,2,882
77348,1,2,2335
77362,1,6,1556
77383,0,0,14750
77394,0,1,823
77395,0,0,1530
77449,24,14,5677
77471,0,0,471
77484,1,0,506
77490,0,0,816
77519,0,1,1159
77544,0,3,2059
77547,6,10,8677
77559,0,1,1563
77563,0,0,733
77569,2,1,5629
77603,4,6,3283
77639,0,0,3465
77640,0,0,1262
77655,9,4,2479
77663,7,9,9939
77707,11,23,9258
77708,1,4,3055
77710,3,13,18398
77714,0,0,210
77715,25,14,10429
77720,0,0,340
77737,9,4,11295
77740,1,0,952
77745,1,3,1474
77752,2,16,15336
77757,0,0,16736
77760,20,7,16883
77809,4,7,11400
77812,0,1,3120
77825,0,0,18270
77826,33,51,21561
77828,25,47,18311
77829,2,1,2479
77832,18,4,13742
77834,0,13,6027
77835,7,6,11450
77845,0,0,90
77847,0,0,7368
77853,0,0,163
77855,6,3,5929
77875,1,0,1716
77910,0,0,1063
77920,1,0,4243
77932,2,10,3475
77947,0,0,6
77964,39,23,9638
77966,38,52,19731
77974,27,13,11606
78082,60,12,8563
78147,10,5,4380
78236,1,1,491
78332,4,10,7459
78339,0,0,12813
78490,0,0,90
78496,0,0,3476
78497,0,1,3456
78500,0,0,180
78507,3,7,11262
78514,10,11,4828
78530,0,0,185
78547,3,0,1251
78553,1,5,6370
78569,2,0,2764
78570,0,0,15400
78576,0,0,2686
78590,87,27,12303
78648,3,12,5663
78716,0,1,1784
78725,0,0,3260
78726,1,5,5218
78733,0,0,751
78753,13,3,5939
78754,2,3,2798
78798,15,7,4241
78813,0,0,360
78818,9,10,14585
78819,0,2,21100
78820,0,0,42
78917,5,13,8931
78940,0,0,286
78950,2,2,1826
78953,4,3,2135
78959,1,5,11590
78961,46,50,16044
78966,1,0,1065
79014,0,0,31
79027,39,39,23887
79045,0,1,30003
79089,5,0,2093
79110,45,16,11775
79121,1,6,6204
79127,38,1,6792
79128,13,11,8971
79132,3,9,5082
79192,3,3,2493
79193,18,17,7201
79194,3,2,3607
79209,0,0,1110
79232,1,1,612
79242,0,0,4302
79276,0,1,2600
79285,0,0,2070
79286,57,12,18293
79294,0,0,14845
79352,2,1,1219
79355,0,2,7477
79377,8,23,13117
79422,0,0,30867
79423,5,2,5537
79470,50,19,10425
79501,34,17,7544
79503,4,0,3039
79510,2,5,9650
79517,0,0,1620
79520,0,1,430
79522,9,20,18283
79571,0,0,33
79573,0,1,25950
79607,3,4,2111
79612,22,20,10310
79620,30,33,12482
79642,51,19,17829
79643,0,0,161
79654,6,1,1087
79685,0,0,360
79723,3,4,4727
79893,19,18,8854
79933,0,0,2764
79948,5,8,7088
79960,17,39,31297
79967,25,13,6959
79972,1,0,3751
79989,11,10,3716
80009,8,11,6809
80031,8,9,3882
80035,0,0,180
80036,0,1,739
80059,24,9,3623
80060,0,2,54
80061,1,1,510
80073,22,4,3732
80144,1,1,2125
80151,0,1,6519
80158,0,0,92
80161,0,1,2011
80173,6,12,6367
80188,5,3,11516
80191,6,7,11473
80197,97,30,21549
80205,36,33,16951
80293,24,13,33270
80312,0,1,14010
80339,15,26,11642
80351,98,60,18952
80383,4,3,2041
80441,1,0,1894
80442,7,2,7080
80444,97,69,25535
80462,4,16,12147
80562,79,59,12792
80599,1,5,5747
80671,12,11,9580
80672,2,0,814
80696,0,9,4541
80697,47,10,7927
80702,0,0,3955
80708,2,19,6466
80709,7,17,3264
80756,5,10,2672
80769,1,0,379
80814,0,0,107
80840,0,0,2062
80877,2,4,3450
80894,0,0,29695
80941,10,11,10812
81056,0,0,45
81163,29,13,6265
81168,7,0,3071
81173,0,2,15409
81190,0,0,1174
81202,2,2,1317
81346,2,0,1863
81349,0,1,1173
81386,5,16,10356
81396,4,3,1211
81421,2,1,1239
81433,24,8,4163
81455,15,11,6934
81460,62,21,17540
81497,3,5,5782
81512,13,4,15761
81532,17,6,12187
81543,0,0,765
81563,1,2,1642
81588,40,19,12539
81589,2,0,858
81636,1,2,6996
81649,13,21,15099
81650,0,0,23
81663,5,1,11295
81698,0,2,1331
81743,1,4,3890
81775,0,0,16584
81776,1,0,788
81778,11,8,13321
81785,43,53,15167
81789,10,11,22392
81793,0,0,12
81796,15,13,14080
81801,1,1,1433
81808,85,26,11346
81817,0,0,991
81831,10,12,20537
81897,0,4,3746
81959,0,0,897
81988,39,26,12783
81997,0,0,3645
81998,1,5,1909
81999,116,33,25868
82009,124,100,32186
82018,3,0,229
82048,61,51,19907
82070,7,15,15753
82097,11,17,24423
82105,25,14,28178
82110,1,0,1019
82112,1,0,90
82113,1,1,589
82130,22,32,11177
82201,1,1,5009
82215,0,0,1877
82243,2,9,5495
82244,6,2,7233
82281,0,12,14654
82324,7,1,7570
82332,3,8,8157
82350,13,12,26057
82361,0,0,8894
82364,5,1,1221
82367,0,0,54
82377,3,0,1228
82389,7,2,11718
82410,119,51,27600
82442,190,73,29893
82461,1,4,1003
82471,3,1,1211
82503,3,2,11267
82505,1,2,2220
82508,0,0,2286
82550,1,1,874
82555,4,0,326
82597,1,1,3750
82599,14,12,14562
82608,5,2,2298
82610,2,2,2530
82657,0,1,2791
82693,0,0,7090
82713,0,6,11637
82743,0,0,922
82751,0,0,484
82834,0,0,108
82863,17,14,11198
82873,39,73,28517
82878,0,0,91
82939,3,3,7662
82999,1,3,979
83002,4,15,22306
83132,2,2,17567
83188,0,0,8
83230,0,0,238
83234,1,0,254
83253,2,1,1232
83256,0,1,721
83275,0,4,5544
83368,2,0,11324
83407,0,0,566
83409,0,0,564
83430,0,0,198
83458,16,6,5010
83466,9,39,21288
83485,1,0,5221
83501,0,1,333
83560,51,16,13126
83692,0,0,3
83696,0,0,907
83700,8,8,3455
83757,0,3,2543
83877,31,27,10008
83882,22,23,8627
83886,65,11,8618
83891,0,1,1425
83895,2,3,4647
83910,1,0,1044
83943,8,7,3874
83944,1,0,90
83945,2,12,11572
83946,36,33,13301
83947,2,0,1580
83948,0,1,824
83951,7,0,10506
83983,3,2,4696
84085,11,13,23665
84133,4,0,619
84150,3,2,4780
84162,9,17,7810
84260,0,0,535
84281,0,1,6300
84301,20,26,36495
84318,38,13,10149
84344,1,11,12685
84363,0,0,111
84405,6,19,14836
84435,4,11,31805
84442,1,1,3218
84467,0,1,9902
84481,52,24,15346
84483,63,31,19831
84486,1,1,763
84491,15,14,9483
84511,2,5,9238
84535,46,45,14087
84545,51,29,26746
84622,0,3,6657
84695,12,3,9214
84700,1,1,1578
84711,8,25,18578
84751,0,0,162
84765,70,29,15621
84766,0,0,1379
84781,0,0,45
84802,0,0,1530
84817,0,2,512
84835,22,11,9106
84845,0,1,2179
84846,7,4,2666
84870,1,3,4770
84878,2,2,811
84898,6,3,2238
84902,0,0,1849
84903,0,17,9463
84907,4,2,4457
84913,0,0,8701
84921,0,0,5151
84938,0,1,20710
84970,13,3,2961
84979,5,10,12453
84980,3,0,1159
84992,81,92,24601
84993,0,0,575
85000,1,0,544
85066,1,3,5809
85093,33,16,5264
85113,1,0,580
85119,3,1,2378
85127,38,14,20750
85148,50,58,19671
85164,4,2,7192
85176,0,1,293
85177,5,16,24466
85201,0,0,450
85208,0,7,2868
85213,0,0,15910
85223,0,0,110
85226,0,0,202
85227,0,0,30
85238,0,0,193
85240,0,0,4469
85258,1,13,26673
85277,0,0,186
85288,82,76,28928
85289,3,2,18700
85291,31,38,18059
85295,1,12,20640
85308,0,3,6328
85312,1,3,1455
85314,37,36,12268
85324,27,5,6111
85339,0,0,307
85345,1,0,1521
85349,0,0,84
85352,39,31,15579
85353,5,2,4292
85357,14,12,5493
85365,0,0,135
85370,17,42,23885
85372,2,2,2864
85380,0,0,1291
85383,23,12,12282
85393,16,13,5709
85405,1,1,1066
85430,10,15,6510
85475,5,10,23014
85484,0,0,250
85500,2,0,446
85506,0,2,3697
85528,0,0,16164
85537,0,0,90
85543,0,0,765
85554,1,3,2888
85563,8,3,2693
85574,8,7,3221
85585,12,4,12839
85588,4,2,6187
85602,9,3,1241
85603,1,0,102
85605,8,11,14069
85611,2,0,381
85626,13,3,3132
85627,0,0,15711
85660,0,0,77
85670,5,0,1245
85679,0,0,182
85706,2,5,7237
85753,4,0,4501
85763,1,0,6015
85766,0,1,4648
85771,1,20,19751
85774,6,4,3640
85776,0,0,139
85783,9,5,4265
85789,20,7,20729
85791,5,14,10944
85822,0,0,1700
85825,48,21,26735
85834,3,2,3758
85842,12,9,8431
85861,1,0,47
85863,8,7,5271
85864,0,0,19021
85867,7,21,13242
85873,0,0,1170
85901,2,0,858
85902,0,0,867
85904,6,1,8159
85906,9,31,16634
85922,1,0,3676
85928,0,0,90
85935,6,11,8495
85938,0,0,1573
85941,0,1,10337
85946,0,0,90
85949,0,0,90
85953,6,4,19657
85964,3,4,4757
85969,0,1,16715
85973,0,0,180
86054,0,0,76
86055,0,0,6480
86057,4,1,4689
86062,2,0,526
86074,0,0,158
86079,9,6,5157
86083,0,0,210
86097,7,4,4114
86100,4,8,4358
86106,1,2,731
86158,0,0,186
86172,0,0,97
86175,18,32,10445
86202,21,15,40950
86204,0,0,496
86264,1,0,240
86269,0,0,2370
86270,1,4,6421
86271,0,0,163
86310,3,10,6798
86466,4,2,10257
86502,4,2,2520
86506,0,0,43
86536,7,2,8058
86596,0,4,4304
86612,1,0,4782
86614,0,0,147
86620,1,3,2491
86645,5,1,4239
86739,0,0,49
86751,0,0,20
86759,1,0,964
86775,0,0,14
86784,27,37,33774
86788,0,5,1280
86792,42,45,14132
86793,6,0,4403
86804,24,7,9670
86811,6,4,3658
86826,0,0,285
86827,1,2,1151
86848,4,8,8286
86863,0,0,1530
86876,1,1,1483
86880,0,0,3778
86895,0,0,18
86915,0,0,741
86916,1,2,5494
86918,2,0,3054
86926,6,8,7366
86930,2,20,19489
86931,9,6,14438
87052,8,4,2146
87093,0,0,743
87097,5,5,7230
87142,21,1,3583
87143,4,1,1375
87162,39,10,6612
87210,4,5,18209
87211,1,0,2103
87245,0,0,496
87262,1,3,4665
87282,1,3,3561
87299,1,22,16291
87381,30,52,20257
87409,0,0,1665
87415,2,1,1552
87422,2,2,4890
87423,1,10,5257
87444,7,8,3628
87463,5,2,1188
87469,4,21,15540
87479,12,9,3829
87493,0,1,1501
87504,0,0,1733
87512,11,2,3461
87536,1,0,324
87544,0,0,51
87546,0,1,2195
87645,0,0,19
87658,5,12,2787
87663,0,0,83
87667,4,5,3264
87672,20,12,6182
87689,0,0,13
87789,14,14,4726
87854,40,35,20244
87856,6,6,12248
87864,0,1,817
87884,3,29,23589
87893,3,1,6081
88002,2,0,674
88016,10,2,3595
88057,1,0,717
88067,0,3,1357
88074,6,6,13703
88082,2,0,403
88102,2,0,4896
88103,84,99,20885
88212,26,13,7314
88239,0,0,2542
88242,9,2,16157
88257,3,3,5769
88262,20,10,18988
88269,1,0,686
88327,0,0,39
88348,0,1,22067
88370,0,0,982
88371,0,0,550
88374,23,10,30288
88387,5,0,2619
88388,0,0,1149
88490,21,40,17311
88528,0,1,3870
88542,0,0,1114
88590,18,10,24767
88595,0,0,513
88598,0,0,594
88609,2,2,458
88610,0,1,4089
88614,0,0,540
88615,2,1,8903
88647,8,1,1156
88648,0,0,223
88680,6,3,14382
88682,3,10,20941
88683,82,16,16999
88684,3,9,14560
88685,0,0,2460
88688,0,0,45
88706,3,1,9151
88712,0,0,102
88713,0,0,39
88717,0,0,1800
88721,9,6,21710
88750,0,0,141
88754,0,1,433
88755,126,215,38354
88879,0,2,6674
88909,32,39,13605
88968,35,25,7579
88971,0,1,201
88983,2,2,602
89005,0,0,73
89010,5,0,1059
89027,0,0,4012
89030,4,2,5910
89034,0,0,90
89082,0,2,1008
89086,83,40,16023
89088,2,1,4409
89188,24,4,5247
89197,1,2,4962
89200,43,58,24697
89202,5,2,1204
89205,0,1,2461
89208,6,15,8494
89215,2,0,2202
89222,17,33,28914
89231,25,31,15896
89278,7,0,7252
89297,12,2,16684
89313,2,5,8684
89318,2,0,4936
89325,0,0,1296
89330,2,0,733
89399,1,0,1750
89400,1,0,1810
89407,0,0,2545
89409,0,0,2288
89427,0,0,172
89450,1,3,4251
89461,4,5,10465
89473,3,1,4228
89480,1,0,927
89503,0,0,152
89516,4,8,1737
89541,5,2,5700
89542,1,2,1956
89556,9,6,5880
89581,1,0,1084
89584,0,0,1880
89589,11,10,6356
89591,15,21,10096
89592,9,39,23675
89618,0,0,3690
89619,3,2,4672
89622,2,0,894
89628,0,0,20
89631,6,7,3197
89637,0,2,3340
89643,0,1,5037
89647,0,0,710
89648,0,0,450
89650,12,22,12367
89654,1,0,1965
89659,5,4,1613
89701,17,28,15679
89708,40,26,9422
89718,13,12,5425
89726,1,5,5796
89731,1,1,1047
89733,10,5,8350
89762,0,0,934
89783,0,0,109
89812,0,0,423
90024,111,46,17794
90118,1,1,1465
90222,3,5,3586
90255,1,3,1125
90273,0,0,574
90294,0,0,691
90297,4,2,1815
90317,0,0,360
90343,5,3,9238
90354,0,0,1627
90360,6,5,3351
90367,5,10,7391
90368,15,13,5242
90451,0,0,3623
90466,69,57,24531
90471,1,3,996
90478,7,8,7972
90489,6,10,10741
90552,0,0,213
90583,72,36,18734
90604,0,0,751
90660,26,25,10970
90681,14,5,19073
90725,3,2,4658
90741,0,0,349
90768,0,0,2386
90769,14,9,7076
90797,0,1,492
90800,0,0,270
90836,11,5,16025
90885,5,7,5241
90936,0,0,59
90937,3,9,7641
90959,23,14,14763
90960,2,1,499
90964,0,6,5175
90970,0,2,3387
90983,1,0,1754
91059,70,28,18175
91225,6,5,1981
91233,0,0,107
91251,3,8,14817
91254,0,0,360
91259,10,3,4067
91273,1,0,2488
91286,1,1,480
91296,0,0,1751
91312,3,2,6668
91315,32,26,12133
91317,12,35,25436
91327,1,5,2145
91340,0,0,14
91341,2,0,1471
91347,0,1,983
91349,0,0,484
91358,4,0,5144
91359,0,2,5456
91365,0,0,470
91366,1,0,292
91376,0,0,215
91377,5,10,4703
91380,14,7,5295
91384,0,2,3642
91415,33,7,6325
91419,15,7,10998
91423,15,9,3971
91425,22,7,7933
91434,17,24,16906
91448,5,2,1630
91450,10,3,3536
91465,12,1,8640
91469,7,16,30239
91473,2,2,5072
91479,10,1,13002
91527,5,2,8886
91529,1,1,754
91533,0,1,3966
91537,1,0,4522
91540,0,0,1215
91549,1,0,2555
91557,1,0,1324
91563,0,0,1074
91571,2,3,1999
91698,0,0,980
91716,4,9,11426
91722,1,3,1001
91727,7,3,16350
91763,10,10,9823
91801,16,25,19156
91841,26,15,13354
91845,209,112,40343
91849,39,39,30131
91851,53,30,14838
91854,1,8,4764
91885,0,0,1485
91887,0,0,479
91914,0,0,366
91915,53,14,12396
91931,0,0,18924
91945,0,0,17961
91948,1,10,13734
91949,0,0,10037
91956,11,10,3114
91970,52,92,32144
91991,0,2,10780
92030,0,0,305
92042,0,1,1444
92044,3,3,2015
92046,0,0,4146
92049,0,0,5
92109,0,1,2361
92111,1,1,897
92117,0,0,312
92141,15,15,7610
92158,0,0,139
92164,37,37,25838
92180,48,32,13600
92248,0,0,28845
92348,2,3,1484
92381,2,4,2511
92385,1,4,6164
92469,13,28,14103
92472,0,2,275
92545,3,3,1004
92548,3,9,3039
92567,11,21,15443
92569,4,7,10792
92571,11,34,28519
92572,6,10,27940
92575,0,1,1795
92635,2,0,1968
92640,1,3,5373
92649,0,1,324
92670,4,12,3931
92693,16,4,3988
92701,11,12,2970
92738,18,26,12719
92741,9,5,2386
92813,5,0,3895
92816,0,0,993
92842,20,10,8876
92845,1,2,3572
92899,7,11,14203
92904,2,0,1100
92936,13,11,10227
92944,0,0,704
92947,4,4,23185
92983,0,0,6359
93047,2,0,136
93056,0,3,2335
93077,14,4,4619
93081,24,17,35382
93085,0,0,306
93104,0,0,8145
93105,0,0,5665
93118,1,4,1976
93128,19,13,36398
93142,0,1,3656
93145,2,0,1348
93160,0,0,68
93176,8,4,13619
93177,8,10,9364
93184,2,1,679
93309,8,12,9869
93315,13,15,15934
93330,0,0,1897
93393,4,3,17912
93405,3,1,1206
93535,1,2,3188
93552,2,0,318
93571,0,2,988
93604,12,5,13806
93626,1,0,676
93637,16,19,7817
93651,0,0,2880
93658,0,0,92
93664,7,15,4752
93670,13,20,6515
93678,31,17,10126
93687,0,2,3226
93689,1,1,1139
93690,2,11,12803
93701,3,2,2983
93704,16,11,24271
93707,14,56,33736
93720,234,75,36716
93726,14,11,16820
93728,1,0,508
93730,0,0,3257
93732,0,5,5746
93736,0,0,900
93739,2,1,881
93740,32,10,26748
93744,0,0,685
93751,0,0,102
93758,7,2,13993
93759,0,1,5019
93763,0,1,19529
93764,0,0,6
93768,0,0,121
93795,66,12,9354
93805,0,0,167
93827,11,8,2995
93831,1,0,4703
93832,0,0,21
93841,3,3,1289
93844,37,42,18670
93853,0,0,210
93862,1,0,1489
93873,0,1,315
93905,1,0,3203
93922,3,15,12222
93926,0,2,106
93935,16,20,22475
93936,66,11,17518
93976,0,0,1074
94005,16,35,26996
94030,0,0,554
94037,0,0,239
94137,10,3,4603
94148,0,0,273
94167,0,0,56
94174,0,0,90
94180,1,0,411
94184,0,0,229
94192,0,0,1980
94199,19,16,16993
94201,24,10,31573
94230,1,1,426
94288,0,0,210
94293,10,18,18592
94295,8,12,12270
94296,2,1,1036
94298,4,2,4562
94304,12,8,15568
94305,0,0,7466
94307,41,31,19014
94308,1,0,18625
94316,1,2,4297
94317,0,0,3017
94318,0,0,1628
94348,2,0,1609
94414,0,0,605
94450,1,0,269
94523,1,2,6448
94529,87,56,23199
94543,0,0,120
94559,0,0,96
94570,2,2,781
94598,0,0,37
94603,2,0,4547
94637,0,0,9
94655,0,1,602
94674,1,2,635
94686,0,0,2553
94757,0,0,764
94768,3,7,10797
